Sentence;Schema;Schema Slot;Slot Value;Pattern;Lexical Trigger;Target LM;Target CM;Source LM;Source CM;Sentence ID;Sentence DE;QUALY;Source LM DE
That is, until some racist nimrod spits into the great pool of democracy and spoils our good time.;13 Nature: Body of Water;Size;SMALL;NA;pool;democracy;Democracy;pool;Body of Water;155963;Das heißt, bis irgendein rassistischer Nimrod in den großen Pool der Demokratie spuckt und uns unsere gute Zeit verdirbt.;high;Pool
Assuming the $967 billion and $80 billion are two separate pools of wealth, then the proposed fiscal 2014 budget for Health and Human Services is more than $1 trillion.;13 Nature: Body of Water;Size;SMALL;NA;pools;wealth;Wealth;pool;Body of Water;2009730;Unter der Annahme, dass die 967 Milliarden und 80 Milliarden Dollar zwei getrennte Vermögenspools sind, dann beträgt das vorgeschlagene Budget für das Geschäftsjahr 2014 für Gesundheit und menschliche Dienste mehr als 1 Billion Dollar.;medium;Vermögenspools
They are the ditch carp in the great river of democracy.;13 Nature: Body of Water;Size;LARGE;NA;river;democracy;Democracy;river;Body of Water;155386;Sie sind der Grabenkarpfen im großen Fluss der Demokratie.;high;Fluss
So as he flounders in the sea of gun control, and watches over a security apparatus that ought to have prevented the Bostom Bombings, he might look upon Syria as a chance to change hats to Horatio Hornblower.;13 Nature: Body of Water;Size;LARGE;NA;sea;gun control;Control of Guns;sea;Body of Water;2376961;Während er also im Meer der Waffenkontrolle zappelt und über einen Sicherheitsapparat wacht, der die Bombenanschläge von Bostom hätte verhindern sollen, könnte er Syrien als eine Chance betrachten, den Hut vor Horatio Hornblower zu tauschen.;high;Meer
And together, one vote at a time, a mighty river, a swelling ocean we call democracy floods across this nation as 120 million votes are cast for President.;13 Nature: Body of Water;Size;LARGE;NA;ocean;democracy;Democracy;floods;Body of Water/Natural Physical Force;760926;Und zusammen, eine Stimme nach der anderen, ein mächtiger Fluss, ein anschwellender Ozean, nennen wir Demokratiefluten in dieser Nation, da 120 Millionen Stimmen für den Präsidenten abgegeben werden.;low;Demokratiefluten
"Democracy is a bonfire; the American people kindle the flame.";13 Nature: Fire;Fire;democracy;[fire] is a bonfire;is a bonfire;Democracy;Democracy;bonfire;Fire;163983;"Demokratie ist ein Lagerfeuer; das amerikanische Volk entzündet die Flamme.";high;Lagerfeuer
This has sparked much debate in the already lit fire of gun control.;13 Nature: Fire;Fire;gun control;fire of [fire];fire of;gun control;Control of Guns;fire;Fire;2377284;Dies hat im bereits entfachten Feuer der Waffenkontrolle viele Debatten ausgelöst.;high;Feuer
Democracy is a flame, It burns bright even when times are dark.;13 Nature: Fire;Fire;Democracy;[fire] is a flame;is a flame;Democracy;Democracy;flame;Fire/Light;164752;Demokratie ist eine Flamme, sie brennt hell, auch wenn die Zeiten dunkel sind.;high;Flamme
Locally, Miguel P. Garcia seems to have taken up the torch of gun control with the introduction of HB77.;13 Nature: Fire;Torch;gun control;torch of [torch];torch of;gun control;Control of Guns;torch;Fire;2377305;Vor Ort scheint Miguel P. Garcia mit der Einführung von HB77 die Fackel der Waffenkontrolle übernommen zu haben.;high;Fackel
All of us must demand better from those who carry the gun rights torch.;13 Nature: Fire;Torch;gun rights;[torch] torch;torch;gun rights;Gun Rights;torch;Fire;2377290;Wir alle müssen von denen, die die Fackel der Waffenrechte tragen, mehr verlangen.;high;Fackel
Show the world that the NRA isn't just a bunch of old crotchety dudes and that there a plenty of us younger, informed, not puppets of the liberal media that proudly carry the torch of gun rights for us and the future responsible firearms owners.;13 Nature: Fire;Torch;gun rights;torch of [torch];torch of;gun rights;Gun Rights;torch;Fire;2377310;Zeigen Sie der Welt, dass die NRA nicht nur ein Haufen alter schrulliger Typen ist und dass es viele von uns jüngeren, informierten und nicht Marionetten der liberalen Medien gibt, die stolz die Fackel der Waffenrechte für uns und die zukünftigen verantwortungsbewussten Waffenbesitzer tragen.;high;Fackel
Find out how you can carry the torch for gun rights at a local level through personal contact and the media.;13 Nature: Fire;Torch;gun rights;torch for [torch];torch fo;gun rights;Gun Rights;torch;Fire/Light;2839733;Finden Sie heraus, wie Sie durch persönlichen Kontakt und die Medien die Fackel für Waffenrechte auf lokaler Ebene weitertragen können.;high;Fackel
The indiosyncracy of the Govt. made it sure that the revolution did not spread to the masses and companies continue to invest in the hope that the dark clouds of regulation would give way to bright sunshine some day.;13 Nature: Weather;Weather;regulation;dark clouds of [weather];dark clouds of;regulation;Bureaucracy;dark clouds;Darkness;762280;Die Indiosynkratie der Regierung. dafür gesorgt, dass die Revolution nicht auf die Massen übergriff und Unternehmen weiter investierten in der Hoffnung, dass die dunklen Wolken der Regulierung eines Tages strahlendem Sonnenschein weichen würden.;medium;Wolken
For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.;13 Nature: Weather;Weather;regulation;[weather] be a breeze;breeze;regulation;Bureaucracy;breeze;Natural Physical Force;NA;Für diejenigen Eigentümer, die bereits in den Vorschriften geschult sind (alias Piloten/Eigentümer) und verstehen, was es braucht, um ein sicheres Flugzeug zu warten und zu fliegen, wäre diese neue Verordnung ein Kinderspiel.;high;Kinderspiel
The perfect storm of homelessness and poor health in South Los Angeles requires a powerful human right to health approach that can engender the broad-based support and political will necessary to implement long overdue, desperately needed solutions.;13 Nature: Weather;Weather;homelessness;storm of [weather];storm of;homelessness;Poverty;storm;Natural Physical Force;124636;Der perfekte Sturm von Obdachlosigkeit und schlechter Gesundheit im Süden von Los Angeles erfordert einen starken Ansatz für das Menschenrecht auf Gesundheit, der die breite Unterstützung und den politischen Willen hervorrufen kann, die erforderlich sind, um längst überfällige, dringend benötigte Lösungen umzusetzen.;high;Sturm
The best news that has come is the rolling thunder of democracy spreading around the world from the northern coast of Africa such as Morroco Lybia Egypt the citizens of these one repressive nations dominated by dictators like Sadam and OMAR kADAFIE ARE NOW FINISHED AND WE SHOULD HOPE THAT THESE NATIONS WILL SEEEK THE FREEDOMS THAT GOD HAS PROVIDED EACH OF US AS HUMAN BEINGS THEN THEY CHOOSE FOR THEMSELVES THE TRUTH AND PATH THEY WILL FOLLOW more over we need such change like twenty years ago when russia was a powerful dictator the great communist nation is more democratic then ever before and soon the small once invisible nations will be free and hope with Gods blessings a peaceful nation building a democracy and given rights to its citizens.;13 Nature: Weather;Weather;democracy;thunder of [weather];thunder of;democracy;Democracy;thunder;Natural Physical Force;762189;Die beste Nachricht, die gekommen ist, ist der rollende Donner der Demokratie, der sich von der Nordküste Afrikas wie Marokko, Libyen, über die ganze Welt ausbreitet. Ägypten, die Bürger dieser einen repressiven Nationen, die von Diktatoren wie Sadam und OMAR KADAFIE dominiert werden, SIND JETZT BEENDET, UND WIR SOLLTEN DAS HOFFEN DIESE NATIONEN WERDEN DIE FREIHEITEN SUCHEN, DIE GOTT JEDEM VON UNS ALS MENSCHEN ZUR VERFÜGUNG GESTELLT HAT, DANN WÄHLEN SIE FÜR SICH SELBST DIE WAHRHEIT UND DEN WEG, DEM SIE FOLGEN WERDEN Wir brauchen solche Veränderungen wie vor zwanzig Jahren, als Russland ein mächtiger Diktator war und die große kommunistische Nation mehr ist demokratischer denn je, und bald werden die kleinen, einst unsichtbaren Nationen frei sein und mit Gottes Segen auf eine friedliche Nation hoffen, die eine Demokratie aufbaut und ihren Bürgern Rechte gibt.;low;Donner
For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.;13 Nature: Weather;Weather Type;CLEMENT;NA;breeze;regulation;Bureaucracy;regulation;Natural Physical Force;breeze;Für diejenigen Eigentümer, die bereits in den Vorschriften geschult sind (alias Piloten/Eigentümer) und verstehen, was es braucht, um ein sicheres Flugzeug zu warten und zu fliegen, wäre diese neue Verordnung ein Kinderspiel.;high;Kinderspiel
The indiosyncracy of the Govt. made it sure that the revolution did not spread to the masses and companies continue to invest in the hope that the dark clouds of regulation would give way to bright sunshine some day.;13 Nature: Weather;Weather Type;INCLEMENT;NA;dark clouds;regulation;Bureaucracy;dark clouds;Darkness;762280;Die Indiosynkratie der Regierung. dafür gesorgt, dass die Revolution nicht auf die Massen übergriff und Unternehmen weiter investierten in der Hoffnung, dass die dunklen Wolken der Regulierung eines Tages strahlendem Sonnenschein weichen würden.;medium;Wolken
The perfect storm of homelessness and poor health in South Los Angeles requires a powerful human right to health approach that can engender the broad-based support and political will necessary to implement long overdue, desperately needed solutions.;13 Nature: Weather;Weather Type;INCLEMENT;NA;storm;homelessness;Poverty;storm;Natural Physical Force;124636;Der perfekte Sturm von Obdachlosigkeit und schlechter Gesundheit im Süden von Los Angeles erfordert einen starken Ansatz für das Menschenrecht auf Gesundheit, der die breite Unterstützung und den politischen Willen hervorrufen kann, die erforderlich sind, um längst überfällige, dringend benötigte Lösungen umzusetzen.;high;Sturm
The best news that has come is the rolling thunder of democracy spreading around the world from the northern coast of Africa such as Morroco Lybia Egypt the citizens of these one repressive nations dominated by dictators like Sadam and OMAR kADAFIE ARE NOW FINISHED AND WE SHOULD HOPE THAT THESE NATIONS WILL SEEEK THE FREEDOMS THAT GOD HAS PROVIDED EACH OF US AS HUMAN BEINGS THEN THEY CHOOSE FOR THEMSELVES THE TRUTH AND PATH THEY WILL FOLLOW more over we need such change like twenty years ago when russia was a powerful dictator the great communist nation is more democratic then ever before and soon the small once invisible nations will be free and hope with Gods blessings a peaceful nation building a democracy and given rights to its citizens.;13 Nature: Weather;Weather Type;INCLEMENT;NA;thunder;democracy;Democracy;thunder;Natural Physical Force;762189;Die beste Nachricht, die gekommen ist, ist der rollende Donner der Demokratie, der sich von der Nordküste Afrikas wie Marokko, Libyen, über die ganze Welt ausbreitet. Ägypten, die Bürger dieser einen repressiven Nationen, die von Diktatoren wie Sadam und OMAR KADAFIE dominiert werden, SIND JETZT BEENDET, UND WIR SOLLTEN DAS HOFFEN DIESE NATIONEN WERDEN DIE FREIHEITEN SUCHEN, DIE GOTT JEDEM VON UNS ALS MENSCHEN ZUR VERFÜGUNG GESTELLT HAT, DANN WÄHLEN SIE FÜR SICH SELBST DIE WAHRHEIT UND DEN WEG, DEM SIE FOLGEN WERDEN Wir brauchen solche Veränderungen wie vor zwanzig Jahren, als Russland ein mächtiger Diktator war und die große kommunistische Nation mehr ist demokratischer denn je, und bald werden die kleinen, einst unsichtbaren Nationen frei sein und mit Gottes Segen auf eine friedliche Nation hoffen, die eine Demokratie aufbaut und ihren Bürgern Rechte gibt.;low;Donner
We should not all be this eager to hang our gun rights hat on this story.;14 Embodied Experience: Clothing;Body;We;NA;hat;gun rights;Gun Rights;hat;Clothing;2377001;Wir sollten nicht alle so erpicht darauf sein, unseren Waffenrechtshut an diese Geschichte zu hängen.;high;Waffenrechtshut
First, it wraps the opposition in the mantle of popular democracy.;14 Embodied Experience: Clothing;Body;the opposition;wrap [body] in the mantle;wrap;democracy;Democracy;mantle;Clothing;2674403;Erstens hüllt es die Opposition in den Mantel der Volksdemokratie.;high;Mantel
Using such decidedly “business-model” jargon, we feel, detracts from our noble and altruistic mission to educate, empower and develop informed citizens who will carry the mantle of American democracy for future generations.;14 Embodied Experience: Clothing;Body;informed citizens;[body] will carry the mantle;will carry the mantle;democracy;Democracy;mantle;Clothing;3021862;Wir glauben, dass die Verwendung eines solchen dezidierten „Geschäftsmodell“-Jargons von unserer edlen und altruistischen Mission ablenkt, informierte Bürger zu erziehen, zu befähigen und zu entwickeln, die den Mantel der amerikanischen Demokratie für zukünftige Generationen tragen werden.;high;Mantel
